"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-RC","DNA-LINE-LTR-RC-tandem_repeat","DNA-LINE-LTR-RC-Unknown","DNA-LINE-LTR-tandem_repeat-Unknown","DNA-LINE-LTR-Unknown","DNA-LINE-RC","DNA-LINE-RC-tandem_repeat","DNA-LINE-RC-tandem_repeat-Unknown","DNA-LINE-RC-Unknown","DNA-LINE-tandem_repeat","DNA-LINE-tandem_repeat-Unknown","DNA-LINE-Unknown","DNA-LTR","DNA-LTR-RC","DNA-LTR-RC-tandem_repeat","DNA-LTR-RC-tandem_repeat-Unknown","DNA-LTR-RC-Unknown","DNA-LTR-tandem_repeat","DNA-LTR-tandem_repeat-Unknown","DNA-LTR-Unknown","DNA-RC","DNA-RC-Simple","DNA-RC-Simple-tandem_repeat","DNA-RC-Simple-tandem_repeat-Unknown","DNA-RC-Simple-Unknown","DNA-RC-tandem_repeat","DNA-RC-tandem_repeat-Unknown","DNA-RC-Unknown","DNA-rRNA","DNA-Satellite-tandem_repeat","DNA-Simple-tandem_repeat","DNA-Simple-tandem_repeat-Unknown","DNA-tandem_repeat","DNA-tandem_repeat-Unknown","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-RC","LINE-LTR-RC-tandem_repeat","LINE-LTR-RC-tandem_repeat-Unknown","LINE-LTR-RC-Unknown","LINE-LTR-Simple","LINE-LTR-Simple-tandem_repeat","LINE-LTR-Simple-tandem_repeat-Unknown","LINE-LTR-Simple-Unknown","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-Simple-Unknown","LINE-RC-tandem_repeat","LINE-RC-tandem_repeat-Unknown","LINE-RC-Unknown","LINE-rRNA","LINE-Satellite","LINE-Satellite-tandem_repeat","LINE-Satellite-tandem_repeat-Unknown","LINE-Simple","LINE-Simple-tandem_repeat","LINE-Simple-tandem_repeat-Unknown","LINE-Simple-Unknown","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-Satellite","LTR-RC-Simple","LTR-RC-Simple-tandem_repeat","LTR-RC-Simple-tandem_repeat-Unknown","LTR-RC-Simple-Unknown","LTR-RC-tandem_repeat","LTR-RC-tandem_repeat-Unknown","LTR-RC-Unknown","LTR-rRNA","LTR-Satellite","LTR-Simple","LTR-Simple-tandem_repeat","LTR-Simple-tandem_repeat-Unknown","LTR-Simple-Unknown","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-Unknown","RC","RC-Satellite","RC-Satellite-tandem_repeat","RC-Satellite-tandem_repeat-Unknown","RC-Satellite-Unknown","RC-Simple","RC-Simple-tandem_repeat","RC-Simple-tandem_repeat-Unknown","RC-Simple-Unknown","RC-tandem_repeat","RC-tandem_repeat-Unknown","RC-Unknown","rRNA","rRNA-Satellite","rRNA-Satellite-tandem_repeat","rRNA-tandem_repeat","Satellite","Satellite-tandem_repeat","Satellite-tandem_repeat-Unknown","Satellite-tRNA","Satellite-tRNA-Unknown","Satellite-Unknown","Simple","Simple-tandem_repeat","Simple-tandem_repeat-Unknown","Simple-Unknown","snRNA","snRNA-Unknown","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","Unknown"
"contig_23",454880,137505,30567,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,3,534,NA,NA,NA,NA,8,NA,44,NA,NA,NA,NA,2633,NA,4938,42277,886,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,108,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,108,151993,293,NA,NA,NA,NA,NA,38,NA,172,NA,NA,NA,NA,NA,NA,5674,1875,17659,9740,NA,NA,NA,NA,NA,NA,NA,NA,1307,219,2638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,22,NA,NA,NA,NA,13738,NA,4132,NA,24918
"contig_27",681300,36939,6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,67,NA,53,106,NA,129,225,NA,NA,NA,NA,NA,195,NA,549,7160,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,235,174,49550,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,104,5842,3864,5154,1323,NA,NA,NA,NA,NA,NA,NA,NA,581,1909,1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531756,NA,9962,NA,16020
"contig_291",798008,252610,24170,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,8,NA,NA,NA,NA,NA,392,229,NA,NA,NA,NA,NA,NA,4,NA,129,NA,NA,705,476,2143,61337,1167,NA,NA,NA,6,NA,NA,NA,NA,NA,65,89,976,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,1356,NA,1647,243032,3092,NA,NA,NA,NA,NA,151,104,1436,NA,NA,NA,NA,NA,49,6851,4008,28272,50654,NA,NA,NA,NA,NA,NA,NA,NA,2032,10805,8844,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,50,NA,NA,33,NA,NA,19200,NA,9172,NA,62045
"contig_281",839435,331899,19805,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,299,NA,NA,NA,2,NA,NA,NA,608,NA,NA,NA,NA,7,NA,67,NA,NA,NA,NA,550,8,3406,63436,1059,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,545,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472,NA,3901,149231,1370,NA,NA,NA,NA,NA,168,98,838,NA,NA,73,NA,NA,NA,12075,2884,14856,20086,NA,NA,NA,NA,NA,NA,NA,NA,1786,NA,2945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151429,NA,7471,NA,45575
"contig_302",652390,114701,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,96,32,21,NA,NA,307,87,NA,NA,NA,NA,NA,NA,7,NA,14391,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,202,49955,1073,NA,NA,NA,NA,NA,178,18,1246,NA,NA,NA,NA,NA,NA,613,640,5002,4080,NA,NA,NA,NA,66,44,NA,NA,1307,437,2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,54,NA,NA,NA,NA,437701,NA,11850,NA,4511
"contig_333",511651,260711,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,59,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,289,662,45721,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,497,110283,603,NA,NA,NA,NA,NA,NA,57,330,NA,NA,NA,NA,NA,NA,3814,723,10704,18683,NA,NA,NA,NA,NA,NA,NA,NA,1246,331,1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26560,NA,1720,NA,17913
"contig_227",952777,72357,814,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,84,78,NA,NA,NA,NA,515,268,NA,NA,NA,NA,NA,370,476,34,84211,1394,NA,NA,NA,NA,NA,NA,NA,NA,454,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077,267,2097,109374,510,NA,NA,NA,NA,NA,739,NA,229,NA,NA,NA,NA,NA,NA,3194,391,11200,10098,NA,NA,NA,NA,18,NA,NA,50,12658,3626,2108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601927,NA,19480,NA,11611
"contig_29",450701,139148,8888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,305,NA,NA,NA,NA,NA,86,297,125,NA,NA,NA,NA,12,23,8,NA,NA,NA,NA,213,82,1466,48712,569,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,418,NA,NA,NA,NA,NA,NA,NA,NA,152,268,1209,123740,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,4704,3728,15297,5612,NA,NA,NA,NA,NA,NA,NA,NA,2112,1852,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,182,NA,NA,NA,NA,49356,NA,6436,NA,33139
"contig_312",21430,1959,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242,201,NA,NA,NA,NA,NA,NA,NA,NA,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6377,NA,NA,NA,NA,NA,NA,NA,NA,5773,1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263,NA,NA,NA,113
"contig_103",58830,37823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5471,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,NA,2299,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445,NA,50,NA,3017
"contig_95",68591,2816,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,653,NA,NA,NA,NA,297,67,4,NA,NA,NA,NA,192,2,17,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,18626,238,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,866,113,992,2393,NA,NA,NA,NA,NA,NA,NA,NA,1615,706,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2285,NA,26687,NA,6598
"contig_9",519811,174895,13835,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,48,568,30525,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,27,1379,82185,121,NA,NA,NA,NA,NA,NA,114,495,NA,NA,NA,NA,NA,NA,5272,1066,6768,11862,NA,NA,NA,NA,65,NA,NA,NA,460,53,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139615,NA,26589,NA,22277
"contig_305",559435,12741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,87,NA,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4250,NA,113,11917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,124,2670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,96,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,501240,NA,21793,NA,2470
"contig_24",558152,183551,4415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,98,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,682,44709,508,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1775,255,236,84982,1685,NA,NA,NA,NA,NA,113,164,1257,NA,NA,NA,NA,NA,NA,1667,1318,12202,11534,NA,NA,NA,NA,NA,NA,NA,NA,725,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176116,NA,10961,NA,17780
"contig_54",187194,6908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5006,285,NA,NA,NA,NA,NA,915,NA,NA,NA,NA,30,NA,NA,NA,32,482,2271,1787,NA,NA,NA,NA,NA,NA,NA,NA,1437,717,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157679,NA,4671,NA,999
"contig_16",390525,2667,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097,1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,352307,NA,27139,NA,138
"contig_69",25505348,24096553,72860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,92,NA,NA,145,NA,NA,120,2551,NA,NA,33,138,462,198,2081,NA,NA,NA,NA,865,526,12412,55680,292,369,NA,274,287,NA,NA,NA,NA,182,391,312,1639,NA,31,NA,911,NA,NA,NA,NA,3,114,318,NA,620,489,1629,94043,4683,NA,NA,NA,NA,NA,3654,1502,2976,NA,NA,NA,80,NA,NA,8862,2383,15121,76381,NA,NA,NA,NA,86,38,32,168,16805,12244,18421,NA,NA,NA,NA,7938,1947,NA,NA,NA,954,2024,1032,318,191,NA,NA,715797,NA,55468,1630,207860
"contig_160",10209640,9408255,9734,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,11,NA,NA,NA,595,31,22,NA,53,341,154,2084,NA,NA,NA,NA,2362,6541,2304,28235,189,NA,NA,NA,234,NA,NA,93,NA,NA,NA,20,753,NA,7,6,1434,NA,NA,NA,NA,NA,NA,41,3,836,352,1916,13834,446,NA,NA,NA,NA,NA,657,266,285,NA,NA,NA,NA,7,11,7275,1961,5425,13063,NA,NA,NA,NA,47,NA,NA,NA,7238,17765,10513,NA,NA,NA,NA,962,6416,395,110,NA,212,795,240,392,85,NA,NA,487805,NA,72723,479,93502
"contig_36",290599,3830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,NA,NA,17836,143,NA,NA,NA,NA,NA,52,8,100,NA,NA,NA,NA,NA,NA,718,470,3411,2710,NA,NA,NA,NA,8,36,NA,NA,661,NA,NA,NA,NA,NA,NA,111,10061,18828,NA,NA,576,NA,NA,NA,NA,NA,NA,198689,NA,20852,NA,5299
"contig_198",7407,827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,128,2439,NA,NA,NA,NA,NA,NA,NA,NA,702,NA,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,1624
"contig_99",24404,5416,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11227,NA,NA,NA,NA,9,18,NA,NA,1383,34,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,2260,NA,NA,NA,1305
"contig_78",551841,19898,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,53,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3785,NA,NA,7749,71,NA,NA,NA,NA,NA,NA,NA,NA,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5527,344,155,23235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13267,334,1188,194,NA,NA,NA,NA,NA,100,10,NA,4048,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,33,NA,NA,NA,429308,NA,38864,NA,2205
"contig_134",32551,8548,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,5707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3970,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,9865,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,74,NA,2287
"contig_122",12432,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
"contig_149",16969,2447,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2393,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,8954,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,54,875,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,NA,377
"contig_141",3221,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contig_46",406770,346871,2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,72,NA,221,9201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,260,655,4744,761,NA,NA,NA,NA,NA,470,NA,176,NA,NA,NA,NA,NA,NA,95,NA,1595,8720,NA,NA,NA,NA,NA,NA,NA,NA,1309,604,1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9501,NA,1154,NA,15537
"contig_330",554402,7238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,70,NA,2985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,1027,NA,15777,446,NA,NA,NA,NA,NA,618,204,200,NA,NA,10,NA,NA,NA,2597,24,633,1330,NA,NA,NA,NA,NA,NA,NA,NA,5744,620,NA,NA,NA,NA,NA,NA,10330,2001,NA,NA,NA,74,60,NA,NA,NA,NA,465545,NA,32347,NA,3336
"contig_306",776761,155950,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,70,NA,NA,NA,NA,NA,42,NA,NA,52056,2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,92,696,30582,139,NA,NA,NA,NA,NA,387,163,132,NA,NA,NA,NA,NA,NA,1075,NA,6137,2774,NA,NA,NA,NA,NA,NA,NA,NA,4516,640,643,NA,NA,NA,NA,4103,11685,11148,NA,NA,1082,NA,NA,NA,NA,NA,NA,433002,NA,36082,NA,20182
"contig_17",388365,60526,16886,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,76,309,61,45,NA,NA,136,118,81,NA,NA,NA,NA,NA,NA,2,26922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,132,155,21721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,17,512,1450,NA,NA,NA,NA,NA,NA,NA,NA,1930,221,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210193,NA,38979,NA,4839
"contig_31",303214,20609,3725,NA,NA,NA,NA,NA,NA,NA,NA,95,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,483,NA,NA,NA,NA,1911,1630,19,NA,NA,NA,NA,380,450,1907,13086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1695,NA,42211,614,54,NA,NA,NA,NA,NA,NA,NA,NA,699,133,2,36818,3,NA,NA,NA,NA,NA,24,566,NA,NA,NA,NA,NA,NA,NA,1130,283,2312,24991,NA,NA,NA,NA,NA,NA,NA,NA,78106,8888,1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39706,NA,10698,NA,8294
"contig_313",614281,253546,6586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,38,NA,NA,NA,NA,NA,13,481,304,31,22,NA,NA,1063,67,3,NA,NA,NA,NA,166,NA,952,34606,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,241,186,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,32,156,275,168194,2397,NA,NA,NA,NA,NA,158,110,360,NA,NA,58,NA,NA,NA,4739,2115,14989,6964,NA,NA,NA,NA,50,10,NA,51,8513,3591,7646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,58845,NA,7865,NA,28590
"contig_157",19682,5088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,6891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,53,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,135,NA,1430
"contig_22",21892,7740,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,78,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11496,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,596,NA,375,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,649
