"seqnames","seqlengths","nonrepeat","DNA","DNA-LINE","DNA-LINE-LTR","DNA-LINE-LTR-RC","DNA-LINE-LTR-RC-Unknown","DNA-LINE-LTR-tandem_repeat","DNA-LINE-LTR-tandem_repeat-Unknown","DNA-LINE-LTR-Unknown","DNA-LINE-RC","DNA-LINE-RC-tandem_repeat","DNA-LINE-RC-tandem_repeat-Unknown","DNA-LINE-RC-Unknown","DNA-LINE-tandem_repeat","DNA-LINE-tandem_repeat-Unknown","DNA-LINE-Unknown","DNA-LTR","DNA-LTR-RC","DNA-LTR-RC-tandem_repeat","DNA-LTR-RC-tandem_repeat-Unknown","DNA-LTR-RC-Unknown","DNA-LTR-tandem_repeat","DNA-LTR-tandem_repeat-Unknown","DNA-LTR-Unknown","DNA-RC","DNA-RC-tandem_repeat","DNA-RC-tandem_repeat-Unknown","DNA-RC-Unknown","DNA-Satellite-tandem_repeat","DNA-Simple","DNA-Simple-Unknown","DNA-tandem_repeat","DNA-tandem_repeat-Unknown","DNA-Unknown","LINE","LINE-LTR","LINE-LTR-RC","LINE-LTR-RC-tandem_repeat","LINE-LTR-RC-tandem_repeat-Unknown","LINE-LTR-RC-Unknown","LINE-LTR-Simple","LINE-LTR-Simple-tandem_repeat","LINE-LTR-Simple-tandem_repeat-Unknown","LINE-LTR-Simple-Unknown","LINE-LTR-tandem_repeat","LINE-LTR-tandem_repeat-Unknown","LINE-LTR-Unknown","LINE-RC","LINE-RC-tandem_repeat","LINE-RC-tandem_repeat-Unknown","LINE-RC-Unknown","LINE-rRNA","LINE-rRNA-tandem_repeat","LINE-rRNA-Unknown","LINE-Satellite","LINE-Simple","LINE-Simple-tandem_repeat","LINE-Simple-tandem_repeat-Unknown","LINE-Simple-Unknown","LINE-tandem_repeat","LINE-tandem_repeat-Unknown","LINE-Unknown","LTR","LTR-RC","LTR-RC-Simple","LTR-RC-Simple-tandem_repeat","LTR-RC-tandem_repeat","LTR-RC-tandem_repeat-Unknown","LTR-RC-Unknown","LTR-rRNA","LTR-rRNA-Satellite","LTR-rRNA-Satellite-Simple","LTR-rRNA-Satellite-tandem_repeat","LTR-rRNA-Simple","LTR-rRNA-Unknown","LTR-Satellite","LTR-Satellite-Unknown","LTR-Simple","LTR-Simple-tandem_repeat","LTR-Simple-tandem_repeat-Unknown","LTR-Simple-Unknown","LTR-tandem_repeat","LTR-tandem_repeat-Unknown","LTR-tRNA","LTR-tRNA-Unknown","LTR-Unknown","RC","RC-Satellite","RC-Satellite-tandem_repeat","RC-Simple","RC-Simple-tandem_repeat","RC-Simple-tandem_repeat-Unknown","RC-Simple-Unknown","RC-tandem_repeat","RC-tandem_repeat-Unknown","RC-Unknown","rRNA","rRNA-Satellite","rRNA-Satellite-Simple","rRNA-Satellite-Simple-tandem_repeat","rRNA-Satellite-tandem_repeat","rRNA-Simple","rRNA-Simple-tandem_repeat","rRNA-tandem_repeat","rRNA-tandem_repeat-Unknown","rRNA-Unknown","Satellite","Satellite-Simple","Satellite-Simple-tandem_repeat","Satellite-tandem_repeat","Satellite-tandem_repeat-Unknown","Satellite-Unknown","Simple","Simple-tandem_repeat","Simple-tandem_repeat-Unknown","Simple-Unknown","tandem_repeat","tandem_repeat-tRNA","tandem_repeat-Unknown","tRNA","tRNA-Unknown","Unknown"
"Scaffold_153",38014,17687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,601,7693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,2308,NA,NA,NA,NA,NA,NA,492,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780,NA,74,NA,NA,2818
"Scaffold_239",26678,11783,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,4272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,122,NA,NA,NA,NA,NA,NA,19,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,NA,NA,NA,NA,924
"Scaffold_406",8805910,8214356,44301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,45,NA,788,NA,NA,NA,404,91,NA,109,531,NA,NA,928,NA,NA,NA,1155,4368,22371,43204,127,35,NA,27,123,NA,NA,100,NA,50,NA,8,620,1058,116,133,NA,NA,NA,NA,161,141,NA,NA,565,122,2931,23275,3143,NA,NA,426,532,2475,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,73,NA,1170,998,NA,NA,5518,54002,NA,NA,NA,NA,NA,NA,5363,2505,5540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,NA,NA,1030,48,117,957,746,262,216,172754,NA,36991,219,NA,147315
"Scaffold_351",10018487,9500139,13978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,166,110,541,NA,NA,530,NA,NA,NA,99,1329,4587,9915,NA,289,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,509,121,17,451,NA,NA,NA,NA,4,115,1,NA,410,184,1216,13657,1698,NA,NA,310,105,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,389,47,1811,218,NA,NA,2701,28797,NA,NA,NA,NA,NA,NA,7834,194,4394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283,NA,NA,3162,84,196,1482,1241,702,147,273637,29,15359,676,NA,121500
"Scaffold_48",146870,41442,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,141,13653,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,197,64368,279,NA,NA,39,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1822,749,NA,NA,5054,5886,NA,NA,NA,NA,NA,NA,1308,NA,1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,998,NA,NA,7007
"Scaffold_209",141839,33343,3155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,171,125,NA,NA,34,NA,NA,NA,186,10,789,9698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,70,21819,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,431,NA,NA,4509,13466,NA,NA,NA,NA,NA,NA,818,33,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35362,NA,7024,NA,NA,9190
"Scaffold_395",67686,16541,3732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,2,NA,135,NA,NA,NA,52,140,72,4854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,16542,NA,NA,NA,NA,NA,NA,NA,NA,3,11,1,NA,NA,NA,NA,NA,NA,NA,175,65,NA,NA,3310,1070,NA,NA,NA,NA,NA,NA,84,NA,36,NA,1776,636,1027,3858,2,4,33,NA,NA,107,NA,NA,97,NA,NA,NA,NA,NA,NA,12683,NA,8,NA,NA,405
"Scaffold_135",50938,18321,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,8897,213,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,371,14775,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,NA,NA,NA,2748,1162,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,NA,72,NA,NA,969
"Scaffold_143",43312,18954,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,4991,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,7631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,183,NA,NA,1607,2895,NA,NA,NA,NA,NA,NA,277,254,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3186,NA,NA,NA,NA,1786
"Scaffold_408",24300,11870,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,2560,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4502,20,NA,NA,247,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,119,NA,NA,253,1927,NA,NA,NA,NA,NA,NA,213,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,NA,NA,NA,NA,171
"Scaffold_93",107553,47626,14140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,2131,2335,7976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,6589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,711,2479,NA,NA,NA,NA,NA,NA,48,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3447,NA,2127,NA,NA,17438
"Scaffold_173",270691,168671,24403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,750,4106,15731,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,12181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,51,NA,NA,2731,5377,NA,NA,NA,NA,NA,NA,288,246,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13672,NA,1489,NA,NA,19205
"Scaffold_296",11365,1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4902,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,113,NA,NA,479,100,NA,NA,NA,NA,NA,NA,NA,181,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,NA,652,NA,NA,2222
"Scaffold_67",23648,11854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6774,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,367,1235,NA,NA,NA,NA,NA,NA,88,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NA,73,NA,NA,1707
"Scaffold_83",41533,1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21846,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,800,NA,NA,NA,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,1501,NA,NA,2845,NA,NA,2610,NA,NA,42,NA,NA,184,NA,NA,NA,NA,NA,NA,4692,NA,635,NA,NA,3444
"Scaffold_195",104028,63192,2076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,56,NA,NA,64,NA,NA,51,NA,NA,NA,NA,NA,686,2791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,20455,144,NA,NA,NA,276,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,849,NA,NA,1562,621,NA,NA,NA,NA,NA,NA,49,143,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3931,NA,159,NA,NA,5368
"Scaffold_69",4151351,3890471,9363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,308,115,3,NA,NA,156,351,473,16028,NA,20,NA,NA,359,NA,NA,49,NA,NA,NA,NA,218,51,NA,NA,NA,NA,NA,NA,NA,2,85,NA,1423,112,728,13093,1033,NA,NA,225,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,373,NA,NA,1446,9197,NA,NA,NA,NA,NA,NA,2070,657,1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,806,93,119,468,239,36,NA,89606,216,17109,2724,NA,87872
"Scaffold_203",35966,29445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,694,511,NA,NA,80,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,13,NA,NA,1576,555,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,245,NA,NA,243
"Scaffold_287",70349,5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,93,9225,21769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,778,NA,NA,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,303,NA,NA,9914
"Scaffold_278",431038,149367,1200,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,84,NA,NA,NA,NA,147,484,33028,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,487,113,62,NA,NA,NA,NA,NA,NA,NA,NA,1133,NA,347,152249,139,NA,NA,19,136,2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2879,735,NA,NA,14009,2817,NA,NA,NA,NA,NA,NA,872,359,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,12289,NA,13782,NA,NA,40228
"Scaffold_64",21833,2097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715,28,NA,NA,NA,87,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,1911,NA,NA,1218,10359,NA,NA,NA,NA,NA,NA,38,NA,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,54,NA,NA,340
"Scaffold_216",38912,2939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5972,NA,NA,NA,NA,205,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,6615,NA,NA,2599,12965,NA,NA,NA,NA,NA,NA,30,1,2038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,NA,2553,NA,NA,2049
"Scaffold_117",53178,32531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4812,189,NA,NA,45,487,132,NA,NA,NA,NA,NA,NA,NA,NA,53,141,NA,NA,559,3389,NA,NA,814,38,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8257,NA,85,NA,NA,333
"Scaffold_28",10019847,9214367,10411,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,180,NA,NA,NA,104,211,1727,19748,NA,60,NA,NA,NA,NA,72,547,8,NA,3,NA,66,47,766,37,NA,NA,NA,NA,48,65,187,6,140,216,965,51436,817,NA,NA,131,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,18,606,526,26,1413,1787,NA,NA,6888,12387,NA,NA,NA,NA,NA,NA,2615,401,949,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160,NA,NA,16221,819,570,904,1898,806,645,412943,39,22986,772,NA,227297
"Scaffold_412",8551548,7910849,8786,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,122,383,1675,5299,NA,NA,NA,NA,NA,NA,NA,217,NA,70,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,87,18,378,64,887,22708,149,NA,NA,124,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,639,NA,1146,597,NA,NA,3398,14622,14,NA,NA,NA,NA,NA,2143,123,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3659,NA,NA,2802,866,1149,668,938,568,80,338124,347,21466,1299,NA,203595
"Scaffold_342",78510,66410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9008,NA,NA,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1966,NA,3,NA,NA,593
"Scaffold_187",2006891,1890788,1421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,23,NA,NA,NA,NA,NA,149,113,4051,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,167,51,44,NA,NA,NA,NA,NA,69,80,31,3,80,49,18,10004,155,NA,NA,282,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,5,3,15,NA,22,NA,NA,NA,328,2441,NA,NA,NA,NA,NA,NA,518,260,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,934,NA,NA,121,181,31,3,71116,NA,4243,428,NA,17866
"Scaffold_303",30816,26604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,232,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,39,NA,NA,3557,NA,NA,NA,NA,NA
"Scaffold_312",1916955,1669295,3182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,317,329,7312,NA,29,NA,NA,333,NA,NA,79,NA,NA,NA,NA,187,34,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,68,44,126,24894,272,NA,NA,50,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,44,1827,1506,NA,NA,21254,1953,NA,NA,NA,NA,NA,NA,357,205,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,135,379,180,100,115977,NA,4373,213,NA,60270
"Scaffold_294",137757,120627,2702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,NA,102,NA,NA,NA,42,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,179,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,56,NA,NA,529,2881,NA,NA,NA,NA,NA,NA,435,NA,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4976,NA,44,NA,NA,2030
"Scaffold_7",57684,48028,1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,102,NA,NA,NA,42,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3071,NA,NA,NA,NA,NA,NA,748,253,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1699,NA,246,NA,NA,562
"Scaffold_390",28885,13514,3146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,136,761,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4519,NA,566,NA,NA,2717
"Scaffold_401",11726,10969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,143,245,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
